-4.865717705,-0.8807423510000002
-4.871467643,-0.8602981910000002
-4.882648078,-0.8494372310000001
-4.904370066,-0.8318680310000002
-4.9158699420000005,-0.824840351
-4.910120004,-0.8114238710000001
-4.919703234,-0.8072711510000001
-4.906286712,-0.7938546710000003
-4.910758886,-0.7919380310000002
-4.91203665,-0.7797993110000001
-4.901814538,-0.777882671
-4.908522799,-0.7660633910000002
-4.91203665,-0.7635078710000002
-4.93439752,-0.751688591
-4.9315225510000005,-0.746896991
-4.941105781,-0.7347582710000001
-4.943980750000001,-0.726772271
-4.92161988,-0.7130363510000001
-4.918744911,-0.7021753910000001
-4.917786588,-0.6890783510000001
-4.9225782030000005,-0.6772590710000002
-4.9181060290000005,-0.6635231510000001
-4.9359947250000005,-0.6513844310000001
-4.951966775,-0.639245711
-4.946855719,-0.6271069910000001
-4.957716713,-0.6149682710000001
-4.947814042,-0.6037878710000001
-4.949730688,-0.592288031
-4.935036402000001,-0.5817465110000001
-4.930244787,-0.5721633110000001
-4.925133731,-0.5635384310000001
-4.936314166,-0.5561913110000001
-4.949091806,-0.545969231
-4.942383545,-0.5414970710000001
-4.95675839,-0.5312749910000001
-4.958036154,-0.528719471
-4.964744415,-0.5184973910000001
-4.9404668990000005,-0.5172196310000001
-4.92161988,-0.5098725110000001
-4.932800315000001,-0.5095530710000001
-4.9337586380000005,-0.507316991
-4.927369818,-0.5038031510000001
-4.922897644,-0.498372671
-4.961869446000001,-0.4945393910000001
-4.966980502,-0.4887894710000001
-4.954841744,-0.4881505910000001
-4.9449390730000005,-0.4801645910000001
-4.949091806,-0.4814423510000001
-4.934078079,-0.4715397110000001
-4.916828265,-0.4728174710000001
-4.9203421160000005,-0.4629148310000001
-4.935675284,-0.4632342710000001
-4.9359947250000005,-0.4539705110000001
-4.946536278,-0.45237331100000006
-4.9449390730000005,-0.4418317910000001
-4.957077831,-0.4379985110000001
-4.944619632,-0.4290541910000001
-4.925453172,-0.4261792310000001
-4.922258762,-0.4169154710000001
-4.925453172,-0.4165960310000001
-4.914272737,-0.40669339100000007
-4.9136338550000005,-0.4073322710000001
-4.9315225510000005,-0.3955129910000001
-4.939189135,-0.39679075100000005
-4.935355843,-0.38433259100000006
-4.9538834210000005,-0.38401315100000005
-4.917147706,-0.3737910710000001
-4.925133731,-0.3731521910000001
-4.9091616810000005,-0.3648467510000001
-4.908522799,-0.361971791
-4.904370066,-0.35462467100000006
-4.905008948,-0.34983307100000005
-4.915550501,-0.34216651100000006
-4.925453172,-0.3392915510000001
-4.936314166,-0.32938891100000006
-4.912675532,-0.32747227100000004
-4.910120004,-0.3175696310000001
-4.905008948,-0.31437523100000003
-4.878495345,-0.30575035100000003
-4.861884413,-0.30159763100000003
-4.866995469,-0.29488939100000006
-4.886161929,-0.29137555100000007
-4.878175904,-0.28690339100000006
-4.885203606,-0.28115347100000004
-4.8935090720000005,-0.27636187100000004
-4.899578451,-0.271250831
-4.874023171,-0.26613979100000007
-4.835690251,-0.26326483100000003
-4.85134286,-0.2581537910000001
-4.857412239,-0.25591771100000005
-4.852301183,-0.25144555100000004
-4.841440189,-0.2482511510000001
-4.879453668,-0.2440984310000001
-4.903411743,-0.23930683100000005
-4.875939817,-0.23419579100000004
-4.870189879,-0.22589035100000004
-4.863162177,-0.22301539100000004
-4.866037146,-0.21343219100000005
-4.842398512,-0.21055723100000004
-4.818759878,-0.20161291100000003
-4.832815282,-0.19682131100000003
-4.850703978,-0.18947419100000004
-4.85134286,-0.18308539100000004
-4.834731928,-0.17605771100000003
-4.865717705,-0.16839115100000004
-4.8689121150000005,-0.16232179100000005
-4.8206765240000005,-0.15593299100000005
-4.80342671,-0.14890531100000004
-4.799912859,-0.14634979100000003
-4.817162673,-0.13580827100000004
-4.7983156540000005,-0.13580827100000004
-4.785538014,-0.12462787100000002
-4.8117321760000005,-0.12526675100000004
-4.836329133,-0.113766911
-4.8229126110000005,-0.10993363100000002
-4.79064907,-0.099072671
-4.812371058,-0.094281071
-4.801510064,-0.084697871
-4.770524287,-0.07767019100000001
-4.75551056,-0.067448111
